file,speaker,label
22983.wav,Donald Trump,bona-fide
22984.wav,Nelson Mandela,spoof
22985.wav,Donald Trump,bona-fide
22986.wav,Barack Obama,bona-fide
22987.wav,Alec Guinness,bona-fide
22988.wav,Lyndon Johnson,bona-fide
22989.wav,Dwight Eisenhower,bona-fide
22990.wav,Donald Trump,bona-fide
22991.wav,Barack Obama,bona-fide
22992.wav,Christopher Hitchens,bona-fide
22993.wav,The Notorious B.I.G.,spoof
22994.wav,Barack Obama,bona-fide
22995.wav,Ayn Rand,bona-fide
22996.wav,Alec Guinness,spoof
22997.wav,JFK,spoof
22998.wav,Mark Zuckerberg,spoof
22999.wav,Barack Obama,bona-fide
23000.wav,Ronald Reagan,bona-fide
23001.wav,Ayn Rand,bona-fide
23002.wav,Calvin Coolidge,bona-fide
23003.wav,Barack Obama,bona-fide
23004.wav,Ayn Rand,bona-fide
23005.wav,Bernie Sanders,spoof
23006.wav,Barack Obama,bona-fide
23007.wav,Winston Churchill,bona-fide
23008.wav,Orson Welles,spoof
23009.wav,Alec Guinness,spoof
23010.wav,Bill Clinton,bona-fide
23011.wav,FDR,bona-fide
23012.wav,Winston Churchill,bona-fide
23013.wav,Barack Obama,bona-fide
23014.wav,Alec Guinness,spoof
23015.wav,Barack Obama,bona-fide
23016.wav,Ayn Rand,spoof
23017.wav,Richard Nixon,bona-fide
23018.wav,Jerry Seinfeld,spoof
23019.wav,Christopher Hitchens,spoof
23020.wav,Bernie Sanders,bona-fide
23021.wav,Alec Guinness,spoof
23022.wav,William F. Buckley,spoof
23023.wav,Arnold Schwarzenegger,spoof
23024.wav,Donald Trump,bona-fide
23025.wav,Bernie Sanders,spoof
23026.wav,Boris Johnson,bona-fide
23027.wav,Winston Churchill,spoof
23028.wav,Malcolm X,bona-fide
23029.wav,Ayn Rand,spoof
23030.wav,Mark Zuckerberg,bona-fide
23031.wav,Dwight Eisenhower,bona-fide
23032.wav,Donald Trump,bona-fide
23033.wav,Kanye West,bona-fide
23034.wav,Alec Guinness,spoof
23035.wav,George Carlin,spoof
23036.wav,Alec Guinness,spoof
23037.wav,Ayn Rand,spoof
23038.wav,Christopher Hitchens,bona-fide
23039.wav,Bernie Sanders,spoof
23040.wav,Christopher Hitchens,bona-fide
23041.wav,Bernie Sanders,spoof
23042.wav,Dwight Eisenhower,bona-fide
23043.wav,Barack Obama,bona-fide
23044.wav,Alec Guinness,bona-fide
23045.wav,Christopher Hitchens,bona-fide
23046.wav,Donald Trump,bona-fide
23047.wav,Barack Obama,bona-fide
23048.wav,Donald Trump,bona-fide
23049.wav,Bernie Sanders,spoof
23050.wav,Ayn Rand,bona-fide
23051.wav,Scarlett Johansson,spoof
23052.wav,Queen Elizabeth II,spoof
23053.wav,Louis Farrakhan,spoof
23054.wav,Ayn Rand,spoof
23055.wav,Bill Clinton,bona-fide
23056.wav,Christopher Hitchens,bona-fide
23057.wav,Bernie Sanders,spoof
23058.wav,Mark Zuckerberg,spoof
23059.wav,Donald Trump,bona-fide
23060.wav,George W. Bush,bona-fide
23061.wav,Donald Trump,bona-fide
23062.wav,Orson Welles,bona-fide
23063.wav,Donald Trump,bona-fide
23064.wav,Bernie Sanders,bona-fide
23065.wav,Bill Clinton,bona-fide
23066.wav,Milton Friedman,bona-fide
23067.wav,Donald Trump,bona-fide
23068.wav,Alan Watts,spoof
23069.wav,Alec Guinness,bona-fide
23070.wav,Donald Trump,spoof
23071.wav,Bill Clinton,bona-fide
23072.wav,Bill Clinton,bona-fide
23073.wav,John Cleese,bona-fide
23074.wav,Donald Trump,bona-fide
23075.wav,Louis Farrakhan,bona-fide
23076.wav,Bill Clinton,bona-fide
23077.wav,Bernie Sanders,bona-fide
23078.wav,Donald Trump,bona-fide
23079.wav,Barack Obama,bona-fide
23080.wav,Louis Farrakhan,bona-fide
23081.wav,Barack Obama,bona-fide
23082.wav,Martin Luther King,bona-fide
23083.wav,Louis Farrakhan,bona-fide
23084.wav,Bernie Sanders,bona-fide
23085.wav,Bill Clinton,bona-fide
23086.wav,Bernie Sanders,bona-fide
23087.wav,Bernie Sanders,spoof
23088.wav,Alec Guinness,bona-fide
23089.wav,Alec Guinness,bona-fide
23090.wav,Barack Obama,bona-fide
23091.wav,Bernie Sanders,spoof
23092.wav,Adam Driver,bona-fide
23093.wav,Barack Obama,bona-fide
23094.wav,Boris Johnson,bona-fide
23095.wav,Barack Obama,bona-fide
23096.wav,Ronald Reagan,bona-fide
23097.wav,Winston Churchill,bona-fide
23098.wav,Alec Guinness,bona-fide
23099.wav,Ayn Rand,bona-fide
23100.wav,Milton Friedman,spoof
23101.wav,Donald Trump,bona-fide
23102.wav,Alexandria Ocasio-Cortez,bona-fide
23103.wav,Barack Obama,bona-fide
23104.wav,Alec Guinness,spoof
23105.wav,Barack Obama,bona-fide
23106.wav,Alec Guinness,spoof
23107.wav,Ayn Rand,bona-fide
23108.wav,Alexandria Ocasio-Cortez,bona-fide
23109.wav,JFK,bona-fide
23110.wav,Boris Johnson,spoof
23111.wav,Alec Guinness,spoof
23112.wav,Arnold Schwarzenegger,spoof
23113.wav,Dwight Eisenhower,bona-fide
23114.wav,Alec Guinness,bona-fide
23115.wav,Bernie Sanders,bona-fide
23116.wav,Ayn Rand,bona-fide
23117.wav,George Carlin,bona-fide
23118.wav,John Cleese,spoof
23119.wav,Milton Friedman,spoof
23120.wav,Donald Trump,bona-fide
23121.wav,Bernie Sanders,bona-fide
23122.wav,Alec Guinness,spoof
23123.wav,George W. Bush,bona-fide
23124.wav,Barack Obama,bona-fide
23125.wav,Dwight Eisenhower,bona-fide
23126.wav,Ronald Reagan,spoof
23127.wav,Alexandria Ocasio-Cortez,bona-fide
23128.wav,Alec Guinness,spoof
23129.wav,Barack Obama,bona-fide
23130.wav,Donald Trump,bona-fide
23131.wav,Alexandria Ocasio-Cortez,spoof
23132.wav,Barack Obama,bona-fide
23133.wav,Ronald Reagan,bona-fide
23134.wav,Christopher Hitchens,bona-fide
23135.wav,Winston Churchill,bona-fide
23136.wav,Barack Obama,bona-fide
23137.wav,Barack Obama,bona-fide
23138.wav,Louis Farrakhan,bona-fide
23139.wav,Barack Obama,spoof
23140.wav,Winston Churchill,bona-fide
23141.wav,Ayn Rand,bona-fide
23142.wav,Alec Guinness,spoof
23143.wav,Alan Watts,bona-fide
23144.wav,Barack Obama,bona-fide
23145.wav,Barack Obama,bona-fide
23146.wav,Christopher Hitchens,bona-fide
23147.wav,Alexandria Ocasio-Cortez,spoof
23148.wav,Ronald Reagan,spoof
23149.wav,Alec Guinness,bona-fide
23150.wav,Queen Elizabeth II,spoof
23151.wav,Alec Guinness,bona-fide
23152.wav,Jerry Seinfeld,spoof
23153.wav,Bernie Sanders,bona-fide
23154.wav,Alec Guinness,bona-fide
23155.wav,FDR,bona-fide
23156.wav,Ayn Rand,bona-fide
23157.wav,Ayn Rand,bona-fide
23158.wav,Martin Luther King,bona-fide
23159.wav,Calvin Coolidge,spoof
23160.wav,Alec Guinness,spoof
23161.wav,Alexandria Ocasio-Cortez,bona-fide
23162.wav,Alec Guinness,spoof
23163.wav,Bernie Sanders,bona-fide
23164.wav,Barack Obama,bona-fide
23165.wav,Donald Trump,bona-fide
23166.wav,Martin Luther King,bona-fide
23167.wav,Ayn Rand,spoof
23168.wav,Bill Clinton,spoof
23169.wav,Ronald Reagan,spoof
23170.wav,Ayn Rand,spoof
23171.wav,Bill Burr,bona-fide
23172.wav,Martin Luther King,bona-fide
23173.wav,Louis Farrakhan,bona-fide
23174.wav,Bernie Sanders,bona-fide
23175.wav,Christopher Hitchens,bona-fide
23176.wav,Ronald Reagan,spoof
23177.wav,Bernie Sanders,spoof
23178.wav,Ayn Rand,bona-fide
23179.wav,Martin Luther King,spoof
23180.wav,Martin Luther King,bona-fide
23181.wav,Bernie Sanders,spoof
23182.wav,Donald Trump,bona-fide
23183.wav,Alexandria Ocasio-Cortez,spoof
23184.wav,Alec Guinness,bona-fide
23185.wav,Alec Guinness,spoof
23186.wav,Bill Clinton,bona-fide
23187.wav,Richard Nixon,bona-fide
23188.wav,Alec Guinness,spoof
23189.wav,Alec Guinness,spoof
23190.wav,Donald Trump,bona-fide
23191.wav,Bernie Sanders,bona-fide
23192.wav,The Notorious B.I.G.,spoof
23193.wav,Mark Zuckerberg,spoof
23194.wav,Winston Churchill,bona-fide
23195.wav,Boris Johnson,bona-fide
23196.wav,Alec Guinness,spoof
23197.wav,Louis Farrakhan,bona-fide
23198.wav,Scarlett Johansson,spoof
23199.wav,Nelson Mandela,spoof
23200.wav,Ayn Rand,spoof
23201.wav,Orson Welles,spoof
23202.wav,Barack Obama,bona-fide
23203.wav,Barack Obama,bona-fide
23204.wav,Donald Trump,bona-fide
23205.wav,Queen Elizabeth II,spoof
23206.wav,Ayn Rand,spoof
23207.wav,Queen Elizabeth II,spoof
23208.wav,Barack Obama,spoof
23209.wav,Donald Trump,bona-fide
23210.wav,Christopher Hitchens,bona-fide
23211.wav,Alec Guinness,bona-fide
23212.wav,Donald Trump,spoof
23213.wav,Donald Trump,bona-fide
23214.wav,Martin Luther King,spoof
23215.wav,Martin Luther King,bona-fide
23216.wav,Alec Guinness,bona-fide
23217.wav,Donald Trump,bona-fide
23218.wav,Arnold Schwarzenegger,bona-fide
23219.wav,Ayn Rand,spoof
23220.wav,Alec Guinness,bona-fide
23221.wav,Donald Trump,bona-fide
23222.wav,Queen Elizabeth II,spoof
23223.wav,Christopher Hitchens,bona-fide
23224.wav,Winston Churchill,spoof
23225.wav,Donald Trump,bona-fide
23226.wav,Christopher Hitchens,bona-fide
23227.wav,Ayn Rand,spoof
23228.wav,Winston Churchill,spoof
23229.wav,Bernie Sanders,bona-fide
23230.wav,Mark Zuckerberg,bona-fide
23231.wav,Bill Clinton,bona-fide
23232.wav,Alec Guinness,bona-fide
23233.wav,Barack Obama,bona-fide
23234.wav,Alec Guinness,spoof
23235.wav,Alec Guinness,spoof
23236.wav,Bill Clinton,spoof
23237.wav,Martin Luther King,bona-fide
23238.wav,Ronald Reagan,spoof
23239.wav,Ronald Reagan,spoof
23240.wav,Alec Guinness,spoof
23241.wav,Ronald Reagan,spoof
23242.wav,Donald Trump,bona-fide
23243.wav,Donald Trump,bona-fide
23244.wav,Norm MacDonald,spoof
23245.wav,Ronald Reagan,spoof
23246.wav,JFK,spoof
23247.wav,JFK,spoof
23248.wav,Barack Obama,bona-fide
23249.wav,Ronald Reagan,spoof
23250.wav,Nelson Mandela,spoof
23251.wav,Ayn Rand,bona-fide
23252.wav,Ronald Reagan,spoof
23253.wav,Arnold Schwarzenegger,bona-fide
23254.wav,Barack Obama,spoof
23255.wav,Adam Driver,spoof
23256.wav,Queen Elizabeth II,spoof
23257.wav,Barack Obama,bona-fide
23258.wav,Donald Trump,bona-fide
23259.wav,Barack Obama,bona-fide
23260.wav,Donald Trump,bona-fide
23261.wav,Ayn Rand,bona-fide
23262.wav,Mark Zuckerberg,spoof
23263.wav,Winston Churchill,spoof
23264.wav,Jerry Seinfeld,spoof
23265.wav,Ayn Rand,bona-fide
23266.wav,Ronald Reagan,bona-fide
23267.wav,Nelson Mandela,spoof
23268.wav,Queen Elizabeth II,spoof
23269.wav,Alec Guinness,bona-fide
23270.wav,Alan Watts,spoof
23271.wav,Donald Trump,bona-fide
23272.wav,Boris Johnson,spoof
23273.wav,Alec Guinness,spoof
23274.wav,Alec Guinness,bona-fide
23275.wav,Winston Churchill,bona-fide
23276.wav,JFK,bona-fide
23277.wav,Ayn Rand,bona-fide
23278.wav,Barack Obama,bona-fide
23279.wav,Ayn Rand,spoof
23280.wav,Donald Trump,bona-fide
23281.wav,Bernie Sanders,spoof
23282.wav,Donald Trump,bona-fide
23283.wav,Bernie Sanders,spoof
23284.wav,Barack Obama,bona-fide
23285.wav,Alec Guinness,bona-fide
23286.wav,Mark Zuckerberg,bona-fide
23287.wav,Alec Guinness,spoof
23288.wav,Winston Churchill,spoof
23289.wav,Dwight Eisenhower,bona-fide
23290.wav,Nelson Mandela,bona-fide
23291.wav,Queen Elizabeth II,spoof
23292.wav,Bernie Sanders,bona-fide
23293.wav,Bernie Sanders,spoof
23294.wav,Mark Zuckerberg,bona-fide
23295.wav,Alec Guinness,spoof
23296.wav,Bernie Sanders,spoof
23297.wav,Martin Luther King,bona-fide
23298.wav,Gilbert Gottfried,spoof
23299.wav,Calvin Coolidge,bona-fide
23300.wav,Martin Luther King,spoof
23301.wav,Winston Churchill,bona-fide
23302.wav,Barack Obama,bona-fide
23303.wav,Milton Friedman,bona-fide
23304.wav,Alec Guinness,bona-fide
23305.wav,Boris Johnson,bona-fide
23306.wav,Donald Trump,bona-fide
23307.wav,Winston Churchill,bona-fide
23308.wav,Bernie Sanders,spoof
23309.wav,Barack Obama,bona-fide
23310.wav,Alec Guinness,spoof
23311.wav,Orson Welles,spoof
23312.wav,Bill Burr,spoof
23313.wav,Adam Driver,spoof
23314.wav,FDR,spoof
23315.wav,Adam Driver,spoof
23316.wav,The Notorious B.I.G.,spoof
23317.wav,Bernie Sanders,spoof
23318.wav,Adam Driver,bona-fide
23319.wav,Bill Clinton,bona-fide
23320.wav,Alec Guinness,bona-fide
23321.wav,Barack Obama,bona-fide
23322.wav,Barack Obama,bona-fide
23323.wav,Milton Friedman,bona-fide
23324.wav,Mark Zuckerberg,bona-fide
23325.wav,Ayn Rand,bona-fide
23326.wav,Bill Clinton,spoof
23327.wav,Donald Trump,bona-fide
23328.wav,Ayn Rand,bona-fide
23329.wav,Bill Clinton,bona-fide
23330.wav,Ronald Reagan,bona-fide
23331.wav,Bill Clinton,bona-fide
23332.wav,Christopher Hitchens,spoof
23333.wav,Nelson Mandela,spoof
23334.wav,Queen Elizabeth II,bona-fide
23335.wav,Orson Welles,spoof
23336.wav,Richard Nixon,bona-fide
23337.wav,Bill Clinton,bona-fide
23338.wav,Ayn Rand,spoof
23339.wav,Alexandria Ocasio-Cortez,bona-fide
23340.wav,Bernie Sanders,bona-fide
23341.wav,Bill Clinton,bona-fide
23342.wav,Martin Luther King,spoof
23343.wav,Orson Welles,spoof
23344.wav,Donald Trump,bona-fide
23345.wav,Bernie Sanders,bona-fide
23346.wav,Alec Guinness,spoof
23347.wav,Ronald Reagan,spoof
23348.wav,Orson Welles,spoof
23349.wav,Milton Friedman,bona-fide
23350.wav,Ayn Rand,spoof
23351.wav,Martin Luther King,spoof
23352.wav,Donald Trump,bona-fide
23353.wav,Donald Trump,bona-fide
23354.wav,Donald Trump,bona-fide
23355.wav,Christopher Hitchens,spoof
23356.wav,Bernie Sanders,spoof
23357.wav,Bill Clinton,bona-fide
23358.wav,Richard Nixon,bona-fide
23359.wav,Boris Johnson,bona-fide
23360.wav,Orson Welles,spoof
23361.wav,Martin Luther King,bona-fide
23362.wav,Ronald Reagan,bona-fide
23363.wav,Bill Clinton,bona-fide
23364.wav,Robert Kardashian,bona-fide
23365.wav,Barack Obama,bona-fide
23366.wav,Bernie Sanders,bona-fide
23367.wav,Louis Farrakhan,bona-fide
23368.wav,Bernie Sanders,spoof
23369.wav,John Cleese,spoof
23370.wav,Donald Trump,bona-fide
23371.wav,Christopher Hitchens,spoof
23372.wav,Malcolm X,bona-fide
23373.wav,Kanye West,bona-fide
23374.wav,Mark Zuckerberg,bona-fide
23375.wav,Martin Luther King,bona-fide
23376.wav,Barack Obama,bona-fide
23377.wav,Queen Elizabeth II,bona-fide
23378.wav,Ayn Rand,bona-fide
23379.wav,JFK,bona-fide
23380.wav,Bernie Sanders,bona-fide
23381.wav,Calvin Coolidge,bona-fide
23382.wav,Queen Elizabeth II,bona-fide
23383.wav,Alec Guinness,spoof
23384.wav,Alec Guinness,bona-fide
23385.wav,Bernie Sanders,spoof
23386.wav,Ronald Reagan,bona-fide
23387.wav,Alec Guinness,bona-fide
23388.wav,Milton Friedman,spoof
23389.wav,Bernie Sanders,bona-fide
23390.wav,Queen Elizabeth II,spoof
23391.wav,Boris Johnson,bona-fide
23392.wav,Kanye West,spoof
23393.wav,Mark Zuckerberg,spoof
23394.wav,Barack Obama,bona-fide
23395.wav,Bernie Sanders,spoof
23396.wav,John Cleese,spoof
23397.wav,Scarlett Johansson,bona-fide
23398.wav,Donald Trump,bona-fide
23399.wav,Bernie Sanders,bona-fide
23400.wav,Barack Obama,bona-fide
23401.wav,Ronald Reagan,spoof
23402.wav,Barack Obama,bona-fide
23403.wav,Ayn Rand,bona-fide
23404.wav,Ayn Rand,bona-fide
23405.wav,Barack Obama,spoof
23406.wav,JFK,bona-fide
23407.wav,Bill Clinton,spoof
23408.wav,Ayn Rand,bona-fide
23409.wav,Nelson Mandela,spoof
23410.wav,Bernie Sanders,spoof
23411.wav,Barack Obama,bona-fide
23412.wav,Ayn Rand,spoof
23413.wav,Malcolm X,bona-fide
23414.wav,Barack Obama,bona-fide
23415.wav,Jeff Goldblum,bona-fide
23416.wav,Alec Guinness,bona-fide
23417.wav,Bill Clinton,bona-fide
23418.wav,Ayn Rand,bona-fide
23419.wav,Ronald Reagan,spoof
23420.wav,Alec Guinness,spoof
23421.wav,George W. Bush,spoof
23422.wav,Alec Guinness,spoof
23423.wav,Donald Trump,bona-fide
23424.wav,Barack Obama,bona-fide
23425.wav,Ronald Reagan,spoof
23426.wav,Queen Elizabeth II,bona-fide
23427.wav,Donald Trump,bona-fide
23428.wav,JFK,spoof
23429.wav,Alec Guinness,bona-fide
23430.wav,Bill Clinton,bona-fide
23431.wav,Bill Clinton,bona-fide
23432.wav,Bernie Sanders,bona-fide
23433.wav,Milton Friedman,spoof
23434.wav,Orson Welles,spoof
23435.wav,Richard Nixon,bona-fide
23436.wav,Ayn Rand,bona-fide
23437.wav,Christopher Hitchens,bona-fide
23438.wav,FDR,bona-fide
23439.wav,Martin Luther King,bona-fide
23440.wav,Donald Trump,bona-fide
23441.wav,Ayn Rand,spoof
23442.wav,JFK,bona-fide
23443.wav,Alec Guinness,bona-fide
23444.wav,Milton Friedman,spoof
23445.wav,Dwight Eisenhower,bona-fide
23446.wav,Boris Johnson,bona-fide
23447.wav,Mark Zuckerberg,bona-fide
23448.wav,Malcolm X,bona-fide
23449.wav,Bill Burr,bona-fide
23450.wav,Barack Obama,bona-fide
23451.wav,Malcolm X,bona-fide
23452.wav,Donald Trump,bona-fide
23453.wav,Mark Zuckerberg,bona-fide
23454.wav,Louis C.K.,spoof
23455.wav,Barack Obama,bona-fide
23456.wav,Bernie Sanders,bona-fide
23457.wav,Bernie Sanders,spoof
23458.wav,Donald Trump,bona-fide
23459.wav,Ayn Rand,spoof
23460.wav,Ronald Reagan,spoof
23461.wav,Bill Clinton,spoof
23462.wav,Frank Sinatra,spoof
23463.wav,Donald Trump,bona-fide
23464.wav,Bill Clinton,bona-fide
23465.wav,Barack Obama,bona-fide
23466.wav,Milton Friedman,bona-fide
23467.wav,Ayn Rand,bona-fide
23468.wav,Bernie Sanders,bona-fide
23469.wav,Ronald Reagan,spoof
23470.wav,Martin Luther King,bona-fide
23471.wav,Bill Clinton,bona-fide
23472.wav,Bill Burr,bona-fide
23473.wav,Barack Obama,spoof
23474.wav,Ayn Rand,bona-fide
23475.wav,Alec Guinness,bona-fide
23476.wav,Louis C.K.,spoof
23477.wav,Bill Clinton,bona-fide
23478.wav,Winston Churchill,bona-fide
23479.wav,Winston Churchill,spoof
23480.wav,Ayn Rand,spoof
23481.wav,Ayn Rand,spoof
23482.wav,George W. Bush,spoof
23483.wav,Boris Johnson,bona-fide
23484.wav,Ayn Rand,bona-fide
23485.wav,Dwight Eisenhower,bona-fide
23486.wav,Louis Farrakhan,bona-fide
23487.wav,Ronald Reagan,spoof
23488.wav,Martin Luther King,spoof
23489.wav,Kanye West,bona-fide
23490.wav,Mark Zuckerberg,spoof
23491.wav,Christopher Hitchens,bona-fide
23492.wav,Nelson Mandela,spoof
23493.wav,Bernie Sanders,bona-fide
23494.wav,Winston Churchill,spoof
23495.wav,Orson Welles,spoof
23496.wav,Milton Friedman,bona-fide
23497.wav,Ayn Rand,bona-fide
23498.wav,Alec Guinness,spoof
23499.wav,Christopher Hitchens,spoof
23500.wav,Christopher Hitchens,spoof
23501.wav,Nick Offerman,bona-fide
23502.wav,FDR,bona-fide
23503.wav,Alec Guinness,spoof
23504.wav,Alec Guinness,spoof
23505.wav,Alec Guinness,spoof
23506.wav,Bernie Sanders,spoof
23507.wav,Bill Clinton,spoof
23508.wav,Barack Obama,bona-fide
23509.wav,Barack Obama,spoof
23510.wav,Barack Obama,bona-fide
23511.wav,Barack Obama,bona-fide
23512.wav,Ayn Rand,spoof
23513.wav,Ronald Reagan,bona-fide
23514.wav,Bernie Sanders,spoof
23515.wav,FDR,spoof
23516.wav,Donald Trump,bona-fide
23517.wav,Ayn Rand,bona-fide
23518.wav,Donald Trump,bona-fide
23519.wav,Donald Trump,bona-fide
23520.wav,Christopher Hitchens,spoof
23521.wav,Harry Truman,spoof
23522.wav,Malcolm X,bona-fide
23523.wav,Alexandria Ocasio-Cortez,spoof
23524.wav,Donald Trump,bona-fide
23525.wav,Barack Obama,spoof
23526.wav,Robert Kardashian,bona-fide
23527.wav,Ayn Rand,spoof
23528.wav,Bernie Sanders,spoof
23529.wav,Donald Trump,bona-fide
23530.wav,Donald Trump,bona-fide
23531.wav,Barack Obama,bona-fide
23532.wav,Christopher Hitchens,spoof
23533.wav,Bill Clinton,bona-fide
23534.wav,Ronald Reagan,bona-fide
23535.wav,Barack Obama,bona-fide
23536.wav,Bernie Sanders,spoof
23537.wav,Alec Guinness,spoof
23538.wav,Bill Clinton,bona-fide
23539.wav,Bernie Sanders,bona-fide
23540.wav,Ronald Reagan,bona-fide
23541.wav,Alec Guinness,spoof
23542.wav,Mark Zuckerberg,spoof
23543.wav,Barack Obama,bona-fide
23544.wav,Christopher Hitchens,bona-fide
23545.wav,JFK,spoof
23546.wav,Nelson Mandela,spoof
23547.wav,Barack Obama,bona-fide
23548.wav,Alec Guinness,spoof
23549.wav,Bill Clinton,spoof
23550.wav,Barack Obama,bona-fide
23551.wav,Bernie Sanders,spoof
23552.wav,Bernie Sanders,bona-fide
23553.wav,Alec Guinness,bona-fide
23554.wav,Bernie Sanders,bona-fide
23555.wav,Donald Trump,bona-fide
23556.wav,Alec Guinness,bona-fide
23557.wav,Alec Guinness,bona-fide
23558.wav,Barack Obama,bona-fide
23559.wav,Ayn Rand,bona-fide
23560.wav,Christopher Hitchens,bona-fide
23561.wav,Malcolm X,bona-fide
23562.wav,Mark Zuckerberg,spoof
23563.wav,Donald Trump,bona-fide
23564.wav,Donald Trump,bona-fide
23565.wav,Gilbert Gottfried,bona-fide
23566.wav,Donald Trump,bona-fide
23567.wav,Alec Guinness,bona-fide
23568.wav,Mr. Rogers,bona-fide
23569.wav,Barack Obama,bona-fide
23570.wav,Donald Trump,bona-fide
23571.wav,JFK,bona-fide
23572.wav,Alec Guinness,spoof
23573.wav,Jerry Seinfeld,spoof
23574.wav,Arnold Schwarzenegger,bona-fide
23575.wav,Bill Clinton,bona-fide
23576.wav,Christopher Hitchens,spoof
23577.wav,Christopher Hitchens,spoof
23578.wav,Ronald Reagan,spoof
23579.wav,Ronald Reagan,spoof
23580.wav,Alec Guinness,spoof
23581.wav,Norm MacDonald,spoof
23582.wav,Bill Clinton,spoof
23583.wav,Bill Clinton,bona-fide
23584.wav,Ayn Rand,bona-fide
23585.wav,Bernie Sanders,spoof
23586.wav,Barack Obama,spoof
23587.wav,Alec Guinness,spoof
23588.wav,Alec Guinness,spoof
23589.wav,Barack Obama,bona-fide
23590.wav,Arnold Schwarzenegger,bona-fide
23591.wav,Arnold Schwarzenegger,spoof
23592.wav,Barack Obama,bona-fide
23593.wav,Christopher Hitchens,spoof
23594.wav,Gilbert Gottfried,spoof
23595.wav,2Pac,bona-fide
23596.wav,Bernie Sanders,bona-fide
23597.wav,Alec Guinness,bona-fide
23598.wav,Barack Obama,bona-fide
23599.wav,Bernie Sanders,spoof
23600.wav,Barack Obama,bona-fide
23601.wav,Arnold Schwarzenegger,spoof
23602.wav,Winston Churchill,bona-fide
23603.wav,Alec Guinness,spoof
23604.wav,Ayn Rand,bona-fide
23605.wav,Donald Trump,bona-fide
23606.wav,Barack Obama,bona-fide
23607.wav,Ayn Rand,bona-fide
23608.wav,Barack Obama,bona-fide
23609.wav,Donald Trump,bona-fide
23610.wav,Barack Obama,bona-fide
23611.wav,Alec Guinness,bona-fide
23612.wav,Bill Clinton,spoof
23613.wav,Donald Trump,bona-fide
23614.wav,Christopher Hitchens,spoof
23615.wav,Christopher Hitchens,bona-fide
23616.wav,The Notorious B.I.G.,spoof
23617.wav,Barack Obama,bona-fide
23618.wav,Ayn Rand,bona-fide
23619.wav,Queen Elizabeth II,spoof
23620.wav,Ronald Reagan,spoof
23621.wav,Bill Clinton,bona-fide
23622.wav,Alec Guinness,bona-fide
23623.wav,Donald Trump,bona-fide
23624.wav,Bill Clinton,spoof
23625.wav,Bill Clinton,bona-fide
23626.wav,Bernie Sanders,bona-fide
23627.wav,Martin Luther King,spoof
23628.wav,Winston Churchill,bona-fide
23629.wav,Bill Clinton,spoof
23630.wav,Christopher Hitchens,bona-fide
23631.wav,FDR,spoof
23632.wav,Donald Trump,bona-fide
23633.wav,Alec Guinness,bona-fide
23634.wav,Bernie Sanders,bona-fide
23635.wav,Mark Zuckerberg,spoof
23636.wav,Winston Churchill,bona-fide
23637.wav,Bernie Sanders,bona-fide
23638.wav,Ayn Rand,bona-fide
23639.wav,Ronald Reagan,spoof
23640.wav,Ayn Rand,spoof
23641.wav,Bob Ross,bona-fide
23642.wav,FDR,bona-fide
23643.wav,Martin Luther King,spoof
23644.wav,Christopher Hitchens,spoof
23645.wav,FDR,spoof
23646.wav,The Notorious B.I.G.,spoof
23647.wav,Bernie Sanders,bona-fide
23648.wav,Louis Farrakhan,bona-fide
23649.wav,Donald Trump,bona-fide
23650.wav,Bernie Sanders,bona-fide
23651.wav,Alec Guinness,bona-fide
23652.wav,Ronald Reagan,spoof
23653.wav,Alec Guinness,bona-fide
23654.wav,Alec Guinness,bona-fide
23655.wav,Christopher Hitchens,spoof
23656.wav,George Carlin,bona-fide
23657.wav,FDR,bona-fide
23658.wav,Alexandria Ocasio-Cortez,bona-fide
23659.wav,Barack Obama,bona-fide
23660.wav,Christopher Hitchens,bona-fide
23661.wav,JFK,spoof
23662.wav,Donald Trump,bona-fide
23663.wav,Norm MacDonald,bona-fide
23664.wav,Mark Zuckerberg,bona-fide
23665.wav,Bernie Sanders,bona-fide
23666.wav,Donald Trump,bona-fide
23667.wav,Alan Watts,spoof
23668.wav,Ronald Reagan,spoof
23669.wav,Alec Guinness,spoof
23670.wav,Alec Guinness,bona-fide
23671.wav,Tucker Carlson,spoof
23672.wav,Milton Friedman,bona-fide
23673.wav,Ayn Rand,bona-fide
23674.wav,Alec Guinness,bona-fide
23675.wav,Donald Trump,bona-fide
23676.wav,Barack Obama,bona-fide
23677.wav,Bill Clinton,bona-fide
23678.wav,Ronald Reagan,spoof
23679.wav,Jeff Goldblum,bona-fide
23680.wav,Ayn Rand,spoof
23681.wav,Winston Churchill,spoof
23682.wav,George W. Bush,spoof
23683.wav,Alec Guinness,bona-fide
23684.wav,Christopher Hitchens,bona-fide
23685.wav,The Notorious B.I.G.,bona-fide
23686.wav,Ayn Rand,spoof
23687.wav,Louis Farrakhan,bona-fide
23688.wav,Winston Churchill,bona-fide
23689.wav,Alec Guinness,spoof
23690.wav,Barack Obama,bona-fide
23691.wav,Alec Guinness,spoof
23692.wav,Alec Guinness,bona-fide
23693.wav,Alec Guinness,bona-fide
23694.wav,Bill Clinton,bona-fide
23695.wav,Alec Guinness,spoof
23696.wav,Ronald Reagan,spoof
23697.wav,Bill Clinton,spoof
23698.wav,Nelson Mandela,spoof
